@RELATION bitcoin_clustering

@ATTRIBUTE open_price NUMERIC
@ATTRIBUTE high_price NUMERIC
@ATTRIBUTE low_price NUMERIC
@ATTRIBUTE close_price NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
138520000.0,138680000.0,137100000.0,137224000.0,330.76254926
137224000.0,137510000.0,136766000.0,137507000.0,267.29396917
137507000.0,137772000.0,137072000.0,137699000.0,195.53286669
137699000.0,137882000.0,137123000.0,137551000.0,214.19008383
137551000.0,137890000.0,137400000.0,137631000.0,147.03532316
137631000.0,138003000.0,137480000.0,137828000.0,103.55578571
137828000.0,138637000.0,137777000.0,138200000.0,155.80736585
138200000.0,138300000.0,137372000.0,137800000.0,376.91920936
137800000.0,137899000.0,136840000.0,137701000.0,278.70300317
137701000.0,138017000.0,137204000.0,137564000.0,116.72028772
137559000.0,137771000.0,136000000.0,136002000.0,395.97833327
